smiles	MW	LogP	TPSA	HBA	HBD	RotB
N#CC(CNCc1cccc(-c2ccc(C(N)=O)cc2)c1)c1ccccc1	355.168	3.849	78.910	3.000	2.000	7.000
Cc1c(OCCC(=O)O)ccc2c1C(=CC1CCNCC1)CCCC2	343.215	3.958	58.560	3.000	2.000	5.000
CC1CC(NCCc2ccc(F)cc2)CCCN1C(=O)CCC(N)=O	349.217	1.993	75.430	3.000	2.000	7.000
CC(CN1CCCC(C(N)CC(F)CF)C1)c1nc2ccc(F)cc2[nH]1	368.219	3.543	57.940	3.000	2.000	7.000
CC(CCN(C(=O)CCF)C(C)C)NC(=O)C1CCC(c2ccncc2)C1	377.248	3.457	62.300	3.000	1.000	9.000
CC(Cc1cc(F)ccc1F)C1CC(N2CCC(N)CC2)CC1N	337.233	2.672	55.280	3.000	2.000	4.000
COc1ccccc1C(=O)C1CCC2C(CCC(N)CC(C)C)CCN2C1	372.278	4.132	55.560	4.000	1.000	8.000
CCCNc1[nH]c(Cn2cnc(Cc3ccc(F)cc3)c2)c(C)c1C	340.206	4.428	45.640	3.000	2.000	7.000
CCNC(=O)C(NCC(=O)N1CCC(Cc2ccccc2)C1)c1ccccc1	379.226	2.545	61.440	3.000	2.000	8.000
Cc1cccc(C(NC(C)C(=O)N2CCCCC2)C2CCCC(N)C2)c1	357.278	3.544	58.360	3.000	2.000	5.000
CN(C)CC(=O)C(NCC(=O)N1CCC(CCF)CC1)c1ccccc1	363.232	2.046	52.650	4.000	1.000	9.000
CN(C)C(CC(C)(C)C1=Nc2ccccc2C1)C(CC(N)CF)C(F)F	369.239	4.230	41.620	3.000	1.000	9.000
CC1C=CC(c2ccc(Cl)cc2)=CC(NCCCNC(=O)O)C1	334.145	3.935	61.360	2.000	3.000	6.000
Cc1cccc(-c2ccccc2OCC(N)C(C)C(=O)N2CCC(F)C2)c1	370.206	3.575	55.560	3.000	1.000	6.000
NC(Cc1ccccc1F)C(=O)N1CCCC1CNC(=O)c1ccccc1	369.185	2.116	75.430	3.000	2.000	6.000
COC1=CC=C(c2ccc3c(c2)CN(CCC(C)C(C)N)C3)C=CN1C	353.247	3.706	41.730	4.000	1.000	6.000
CC(CC(N)C1CCN2C(=O)C(C)CC2C1)CN1CCC(CCF)CC1	367.300	3.059	49.570	3.000	1.000	7.000
Cc1c(CN(N)CO)ccc(-c2cccnc2)c1Cc1ccc(F)cc1	351.175	3.412	62.380	4.000	2.000	6.000
CN(C)C1=CC(CNC(=O)c2c[nH]cn2)CCC1c1cc(F)ccc1F	360.176	3.057	61.020	3.000	2.000	5.000
CC(C)NC(=O)C1CCC(N2CCCC(c3ccccc3)CC2)C(N)C1	357.278	3.277	58.360	3.000	2.000	4.000
CCC(N)CCC1C(=O)CN(CCc2cc(F)ccc2F)C(=O)C1C	352.196	2.688	63.400	3.000	1.000	7.000
N#CCN1CCCC(N2CCC(C(N)Cc3cc(F)ccc3F)C2)CC1	362.228	2.535	56.290	4.000	1.000	5.000
CCC1CNC(=O)C(N)C(NCc2cc(C)cc(C)c2)CC1(C)COC	361.273	2.288	76.380	4.000	3.000	6.000
CN1CCC(CCN)CC(F)C(c2ccc(F)cc2)NCc2ncccc21	374.228	3.585	54.180	4.000	2.000	3.000
Cc1csc(CN(C)C(=O)CC(N)Cc2c(F)cccc2F)c1F	356.117	3.392	46.330	3.000	1.000	6.000
CC(N(C)C(=O)C(C(=O)C1=CC=C(CC(F)F)C1)N(C)C)N(C)C1CC1	369.223	2.296	43.860	4.000	0.000	9.000
CCN(CCN(C)C)Cc1cc(F)cc(C(=O)C=Cc2c[nH]cn2)c1	344.201	2.828	52.230	4.000	1.000	9.000
O=C(F)c1c[nH]c2c1CN(CCCNC(c1ccccc1)C1CCC1)C2	355.206	3.961	48.130	3.000	2.000	8.000
CC(=O)NCc1cccc(CN2CCC(CNC(C)C3CC3)CC2)c1	343.262	2.923	44.370	3.000	2.000	8.000
CC(C)CC(=O)C1CC2CCNC1N2CC(=O)NCc1ccccc1	343.226	1.928	61.440	4.000	2.000	7.000
CNC(=O)Cc1ccc2c(=O)n(Cc3cccc(CC(C)C)c3)ccc2c1	362.199	3.537	51.100	3.000	1.000	6.000
OC(CCCCc1ccccc1)CN1Cc2ccc(F)cc2CC1O	343.195	3.276	43.700	3.000	2.000	7.000
CCCC1C(NCCc2cc(F)ccc2F)CCC1(O)C(=O)NC	340.196	2.153	61.360	3.000	3.000	7.000
CC(CNc1ccccc1)CC(C)(C)NC(=O)C1CCC(N)CC1	331.262	3.537	67.150	3.000	3.000	7.000
NC1CCCN(CC(=O)C2CCC(NCC(=O)N3CCCC3C(F)(F)F)C2)C1	404.240	1.290	78.670	5.000	2.000	6.000
N#CC1CCCC1CNC(=O)C(N)CC1CCCCC1C(F)(F)F	345.203	3.129	78.910	3.000	2.000	5.000
CN(C)C(=O)c1ccc(N2CCNCC2Cc2ccc(CCCN)cc2)cc1	380.258	2.301	61.600	4.000	2.000	7.000
COc1cc2c(cc1OCCNc1ccc(C(C)N)cc1)CCC(C)C2	354.231	4.331	56.510	4.000	2.000	7.000
CN(C)CC(N)C(=O)N(Cc1ccccc1)Cc1cc(F)ccc1F	347.181	2.383	49.570	3.000	1.000	7.000
CNC(C)C(=O)N(C)C(CC1CCN(C)C1)C(=O)c1cccc(Cl)c1	365.187	2.299	52.650	4.000	1.000	7.000
CNCC(c1ccc(F)cc1)C(N)CCC(=O)N1CCC(F)C1C	339.212	2.195	58.360	3.000	2.000	7.000
CN(C)CCC(=O)N1CCC(C2=CNC(CN)CC2)=C1Cc1ccccc1	368.258	2.262	61.600	4.000	2.000	7.000
NC(CC(=O)NCC1CCCC(C(F)(F)F)C(N)C1)CC1=CCCCC1	375.250	3.407	81.140	3.000	3.000	6.000
CN1C(CCc2ccccc2)=NCCN1C(=O)CCCc1ccccc1F	367.206	3.869	35.910	3.000	0.000	7.000
CCC1CC(CCN)N(Cc2cc(F)c(F)cc2F)C(=O)C1N	329.171	1.907	72.350	3.000	2.000	5.000
CN(C)C(=O)C(CCCC=O)CN1CCCCC1CC1CCCC(N)C1	365.304	2.822	66.640	4.000	1.000	9.000
CC(NCC(C)(C)Cc1c[nH]c2ccccc12)C(C)c1ccccn1	335.236	4.913	40.710	2.000	2.000	7.000
NCC1CC(F)CC1NCC(N)Cc1ccc(OC(F)(F)F)cc1	349.178	2.120	73.300	4.000	3.000	7.000
CC(C)CCC1Nc2ccc(C(N)=O)cc2CNC1Cc1ccc(F)cc1	369.222	3.856	67.150	3.000	3.000	6.000
C=C1C(CCN2CCCC2COC)=CC=C1NCCC(=O)N1CCCCC1	373.273	2.860	44.810	4.000	1.000	9.000
CN(Cc1ccc(NCc2cccc(Cl)n2)cc1)CC1CCCN1	344.177	3.531	40.190	4.000	2.000	7.000
CCCC1C(C)C(C)CC(N)CN1CC(N)Cc1ccc(F)c(F)c1	353.264	3.309	55.280	3.000	2.000	6.000
CN1C=C2C=CC(CCN(C)C(=O)CCC(N)Cc3ccccc3F)=C2CC1	383.237	3.410	49.570	3.000	1.000	8.000
O=C(NC(CO)c1ccc(F)cc1)N1CCCC(CCOc2ccccc2)C1	386.201	3.750	61.800	3.000	2.000	7.000
CCOC(=O)C1CCC(CNC(=O)CC2(C)CCC(C)(C)CC2)CC1	351.277	4.469	55.400	3.000	1.000	6.000
CC(=O)N1CCC2CC(NCC(O)Cc3cc(F)ccc3F)CCC2C1	366.212	2.495	52.570	3.000	2.000	5.000
NCC(=O)N1CCCC(C(N)Cc2cc(F)ccc2F)CC1Cc1ccccc1	401.228	3.033	72.350	3.000	2.000	6.000
CCCCN1C(C)CC(C(=O)NC2CNC(NC)C2)C1CC(F)(F)F	364.245	1.841	56.400	4.000	3.000	7.000
NC(C(=O)N1CCCC1)c1ccc(NC(=O)Cc2ccccc2)cc1	337.179	2.490	75.430	3.000	2.000	5.000
CCCc1nc(S(C)(=O)=O)c2cc1CCN(CC(F)CF)CC2	346.153	2.146	50.270	4.000	0.000	6.000
CCNC(c1ccccc1)C(C)NC(=O)C1CCC1C(=O)NCC1CC1	357.242	2.394	70.230	3.000	3.000	9.000
Cc1ccc(OCCNC(=O)C2=CC=CN3CCNCC2C3)cc1F	345.185	1.604	53.600	4.000	2.000	5.000
COc1ccc(CCNC(=O)C2(NCc3ccccc3)CC2)c(C)c1C	352.215	3.293	50.360	3.000	2.000	8.000
CC(C(=O)O)C(N)(CCC(N)c1ccc(F)cc1)c1ccc(F)cc1	348.165	3.320	89.340	3.000	3.000	7.000
CC(Nc1cccc(-c2ccc(N(C)C)cc2)c1)C(N)=Nc1ccccc1	358.216	4.909	53.650	3.000	2.000	6.000
CC1=C(O)C=C2C=C(Cc3cc(F)ccc3F)C(CN)CC2CC1=O	345.154	3.760	63.320	3.000	2.000	3.000
N#CC1(CCCNCC(F)c2ccccc2)CCC1C(=O)O	304.159	3.072	73.120	3.000	2.000	8.000
CC(C)NCC(O)CNC(c1cccc(F)c1)c1cccc(Cl)c1	350.156	3.517	44.290	3.000	3.000	8.000
CCOC(=O)C(CCN)N1CCC(N(C)Cc2ccc(F)cc2)CC1	351.232	2.002	58.800	5.000	1.000	8.000
NC(=O)c1ccc(Br)c(C(N)CNCc2ccccc2)c1	347.063	2.338	81.140	3.000	3.000	6.000
CS(=O)c1cccc(Cc2c[nH]cc2CCNCC(=O)N2CCC2)c1	359.167	1.707	65.200	3.000	2.000	8.000
CC#CCC1(NCC2CCC(C)C2)CC2CC(N)CC(=O)OCC1C2	346.262	2.855	64.350	4.000	2.000	4.000
CCN1CCC(CC2=NC(C)NC(C)=NC(C)=C2Cl)=C(COC)C1	352.203	3.324	49.220	5.000	1.000	5.000
COC(c1ccc(-c2ccccn2)cc1)C(N)CC(=O)N1CCCC1	339.195	2.776	68.450	4.000	1.000	6.000
CC(c1ccc(CN)cc1)(C(F)F)C1CCN(C(=O)CCN)CC1	339.212	2.256	72.350	3.000	2.000	6.000
CC1(C)NCC(CNCCC(F)(F)c2cccnc2)CN1C1CCC1	352.244	2.963	40.190	4.000	2.000	7.000
CCN(C(=O)CCN1CCCCC1)C(=O)NC(C)Cc1ccccc1F	363.232	3.191	52.650	3.000	1.000	7.000
CNC(=O)C(c1cccnc1)C1CCN(CCC(=O)NCC2CC2)CC1	358.237	1.539	74.330	4.000	2.000	8.000
NC(C(=O)N1CCSC1)C1CCN(C(CCC(=O)F)CC2CC2)CC1	371.204	2.004	66.640	5.000	1.000	8.000
CC#CCCN1C(C(F)(F)CC)=C(CN)Cc2ccc(CCC(N)=O)cc21	375.212	3.139	72.350	3.000	2.000	8.000
CCOC(=O)C(C)Nc1ccc(CC)c(NC2CC3CCCC2N3C)c1	359.257	3.650	53.600	5.000	2.000	7.000
CS(=O)c1ccc(CCNC(=O)CC(N)Cc2cccc(F)c2)cc1	362.146	2.182	72.190	3.000	2.000	8.000
NC(CCC(N)C(=O)NCc1ccccc1)Cc1cc(F)ccc1Cl	363.151	2.773	81.140	3.000	3.000	8.000
CCC(=O)NCC(C)c1ncc(CC(F)(F)F)n1-c1ccccc1	339.156	3.607	46.920	3.000	1.000	6.000
NC1CC(N2Cc3cnc(C(F)C4CCCN4)cc3C2)CCC1C(F)(F)F	386.209	3.218	54.180	4.000	2.000	3.000
CCC(N)C(Cc1ccccc1-c1ccc(S(C)(=O)=O)cc1)C(F)F	367.142	3.918	60.160	3.000	1.000	7.000
CNC1CN(C(=O)Cc2ccc(F)cc2)CCC1C(=O)NCCC(C)C	363.232	1.967	61.440	3.000	2.000	7.000
CCCC=C1C(CCNC(=O)CC)=C(N2CCCC(N)C2)c2ccccc21	367.262	3.934	58.360	3.000	2.000	7.000
COc1ccc(NCCCN(C)C(=O)c2ccc(F)cc2)cc1CN	345.185	2.867	67.590	4.000	2.000	8.000
NC(Cc1cc(F)ccc1F)C(N)C(=O)N1CCC(CCC(F)F)C1	361.178	2.056	72.350	3.000	2.000	7.000
CC#CCN1C=C(C2CCC(C(N)CC(N)CC(C)(C)C)C2)CC1C(C)(C)C	387.361	4.911	55.280	3.000	2.000	6.000
CCc1nn(C(C)C)c(C)c1C(C)CC(=O)NCc1ccccc1F	345.222	4.284	46.920	3.000	1.000	7.000
O=C(O)C1CCC(NC2CCC(NCc3cccc(F)c3)CC2)CC1=O	362.201	2.639	78.430	4.000	3.000	6.000
CN(CC1CC(F)C1)c1ccc(CCc2ccc(S(N)(=O)=O)cc2)cc1	376.162	3.304	63.400	3.000	1.000	7.000
CC1=CC=CC(C(N)CCC(C)NC(=O)C(F)(F)F)C=C1CN1CCCC1	385.234	3.315	58.360	3.000	2.000	7.000
C=C(CC1=CC=C(N2CCOC2)C1)Cc1ccc2ccc(NC(=O)O)cc2c1	376.179	4.922	61.800	3.000	2.000	6.000
CC(=O)C1=C(N2CCCC2)N=C(CC(C)C(N)Cc2ccccc2)CC1	353.247	3.714	58.690	4.000	1.000	7.000
NC1CCC(c2cc(NCCN3CCC(F)CC3)ccc2Br)C1	383.137	3.890	41.290	3.000	2.000	5.000
CC1(C)CCC2=C(C=CN(C(=O)NC3CCCC3)CCCC2)C(N)C1	345.278	4.472	58.360	2.000	2.000	1.000
CN(Cc1ccc(CN)cc1)C1CCCNC1C(=O)Cc1ccccc1	351.231	2.510	58.360	4.000	2.000	7.000
O=C(NCCCCN1CCCN1C(=O)CC(O)CC1CC1)C1=CC=CC1	361.237	1.769	72.880	4.000	2.000	10.000
COc1cc(CCCNC(C)c2ccccc2Br)ccc1[N+](N)[O-]	392.097	3.884	76.240	5.000	2.000	8.000
CCc1cccc(CCC(N)CC(=O)N2CCCC2C(=O)OC)c1F	350.201	2.202	72.630	4.000	1.000	7.000
CCOCC1=CC(N2CCC(N3CCC(N)CC3)=CC2=CC2CC2)C=C1	355.262	3.194	41.730	4.000	1.000	6.000
NS(=O)(=O)NCCCC(F)(F)c1ccccc1C(F)(F)F	332.062	2.371	72.190	2.000	2.000	6.000
CCNC(=O)CC(N)C(C)c1cc(S(C)=O)ccc1Br	360.051	2.143	72.190	3.000	2.000	6.000
CCNC1CCC(CC2=NC=C(CC(=O)N3C=C(N)C(C)CC3)C2)CC1	358.273	3.332	70.720	4.000	2.000	6.000
CC#CCC(=O)N(C)CC(C)(C)C(CCNC)C(N)Cc1ccccc1	357.278	2.680	58.360	3.000	2.000	10.000
CS(=O)(=O)C1CCCc2cc(NCCc3cc[nH]c3)ccc2CC1	346.171	3.351	61.960	3.000	2.000	5.000
Cc1c(CNCC(C)N)cccc1-c1cn(CC(F)(F)F)c(C)n1	340.187	3.166	55.870	4.000	2.000	6.000
NCc1ccc(C(=O)NCC(N)Cc2cc(F)ccc2Cl)cc1F	353.111	2.377	81.140	3.000	3.000	6.000
CC(C)C(N)C(=O)N1CCC(C(=O)CC(N)Cc2cccc(F)c2)CC1	363.232	1.877	89.420	4.000	2.000	7.000
CCCC(=O)N1CCC(NC(CN)c2ccc(C(F)(F)F)cc2)C1	343.187	2.696	58.360	3.000	2.000	6.000
CCC1=C(C=Cc2ccc(C3=CC=CC(C(N)=O)C=C3)nc2)C(CC)C(=O)N1	375.195	3.526	85.080	3.000	2.000	6.000
CCNC(=O)C1=CC2=NC(C)CC2=C1NCCc1ccc(F)c(F)c1	345.165	2.660	53.490	3.000	2.000	6.000
CCC1CCc2ccnc(CNCc3ccc(F)cc3)c2C(=O)C1N	341.190	2.993	68.010	4.000	2.000	5.000
CC(C)CNC(=O)C1CCCN1CC(=O)Cc1ccc(C(F)(F)F)cc1	370.187	3.054	49.410	3.000	1.000	7.000
CCC(CCN)Nc1cccc2c1C=C(c1ccc(C(=O)OC)cc1)C2	350.199	4.109	64.350	4.000	2.000	7.000
CC(N)N(C)C1=CC=CC(c2cccc(C(N)Cc3ccccc3)c2)C=C1	359.236	4.259	55.280	3.000	2.000	6.000
CCCC1CN(N=C(N)Cc2ccc(F)cc2)CCN1C(=O)CC(C)C	362.248	2.999	61.930	3.000	1.000	7.000
CC#CCCn1c(CN)ccc1C(N)C(C)c1cc(F)c(F)cc1F	349.177	3.581	56.970	3.000	2.000	6.000
CCCC1C(=O)Cc2ccc(CCNP(=O)(O)C(C)C)c(C(C)C)c21	365.212	4.545	66.400	2.000	2.000	8.000
CNCC(Cc1cncnc1)C(C)NC(=O)c1cc(F)ccc1F	334.161	1.951	66.910	4.000	2.000	7.000
Cc1ccc(C(CNC(=O)c2ccc(C(N)=O)cc2)c2ccccc2)cc1	358.168	3.656	72.190	2.000	2.000	6.000
CC1Cc2cc(NCCCCC(C)(C)N3CCCC3)ccc2-n2ccnc21	366.278	4.989	33.090	4.000	1.000	7.000
CC(C)CC(N)c1nc(-c2ccn(C)c2)cc(Cc2ccccc2)c1CN	362.247	4.183	69.860	4.000	2.000	7.000
CCc1c(O)cc(NC)c(C=Cc2ccc3[nH]c(OC)cc3c2)c1OC	352.179	4.665	66.510	4.000	3.000	6.000
CCC1CN2C(=CN1)CC(CC(N)Cc1ccc(F)cc1F)N=C2CN	363.223	1.879	79.670	5.000	3.000	6.000
CC1C(=O)NCCN(CC(=O)CCc2cccc(-c3ccccc3)c2)C1=O	364.179	2.450	66.480	3.000	1.000	6.000
C#CCN(Cc1cccc(C)c1)C(C)NC(=O)C1(CCNCC)CC1	341.247	2.672	44.370	3.000	2.000	10.000
CCC1C(C=CC2=C(C)N=C2C)=COC1C(=O)NCC1CC(F)C1	332.190	3.464	50.690	3.000	1.000	6.000
O=C(SC(F)(F)F)C1CCNC(C(=O)NCCCc2ccccc2)C1	374.128	2.883	58.200	4.000	2.000	6.000
CC(N)C(=O)C(c1ccc(C(F)(F)F)cc1)C(N)c1ccc(F)cc1	354.136	3.544	69.110	3.000	2.000	5.000
CNC(C(=O)N(C)C1CCCN1CC(=O)Cc1ccccc1)C(C)C	345.242	1.923	52.650	4.000	1.000	8.000
Cc1ccc(F)cc1C(C)(C)CC(N)C(=O)N1CCCC1C(=O)O	336.185	2.205	83.630	3.000	2.000	5.000
CN1c2ccc(NC(=O)CC(N)Cc3ccccc3F)cc2C1(C)C	341.190	3.409	58.360	3.000	2.000	5.000
NCC1CC(NCc2ccccc2)CCN1C(=O)CCC1CCCCC1	357.278	3.455	58.360	3.000	2.000	7.000
CC1=CC=C(F)C(c2ccc(C(C)C(C)CC(N)=O)nc2)=CC=C1	326.179	4.450	55.980	2.000	1.000	5.000
NC(Cc1cccc(F)c1)CN1CCN(c2ccc3[nH]ccc3c2)CC1	352.206	2.999	48.290	3.000	2.000	5.000
CN(C)CCC(=O)N1CCCC1CC(O)CC(Cc1ccccc1)C(F)(F)F	400.234	3.491	43.780	3.000	1.000	9.000
Cc1c2ccc(CCNC(=O)C(N)Cc3cccc(F)c3)ccc-2n1C	353.190	2.806	60.050	3.000	2.000	6.000
CC(N)Cc1cc(F)ccc1CCC(=O)Nc1ccc(F)cc1CN	347.181	2.885	81.140	3.000	3.000	7.000
O=C1CNCC2CC(NCC3CNC3c3ccccc3)CC2CC1C(F)F	377.228	2.375	53.160	4.000	3.000	5.000
CN(C(=O)Cc1ccc(CN)cc1)C1CCC(NCC(F)(F)F)CC1	357.203	2.609	58.360	3.000	2.000	6.000
CC(c1ccncc1)C(N)Cc1ccc(CC2CCC(N)CC2)cc1	337.252	3.815	64.930	3.000	2.000	6.000
CCC(N)CC(C(=O)N1CCCC1CC)C(C)c1ccc(F)c(F)c1	352.233	4.213	46.330	2.000	1.000	7.000
CN(C)CC1=C(CC(N)Cc2ccnc(N)c2)C(c2ccccc2)CC1	350.247	3.360	68.170	4.000	2.000	7.000
CCN1CCCC(C2=Nc3ccc(NC(C)C(=O)C(C)C)cc3C2)CC1	355.262	4.463	44.700	4.000	1.000	6.000
N#CC1CC(F)CN1CCC(N)Cc1ccccc1C(=O)C1CCCC1	357.222	3.255	70.120	4.000	1.000	7.000
CN(C)CCC1=CC=C(CN)CCN1C(=O)CC(N)Cc1ccccc1	356.258	1.900	75.590	4.000	2.000	8.000
NC1CC(CNC(=O)c2ccc(F)c(F)c2)CCN1Cc1ccccc1	359.181	2.892	58.360	3.000	2.000	5.000
CC(=O)NC1Cc2nccn2CC1CC(N)Cc1cc(F)ccc1F	348.176	1.798	72.940	4.000	2.000	5.000
O=C(Nc1ccccc1)Nc1ccc(CNCCc2ccccc2)cc1	345.184	4.663	53.160	2.000	3.000	7.000
CC#CC1=CC(CNc2cc(CN)c(CC)c(NC)c2-c2ccccn2)=C1	358.216	4.113	62.970	4.000	3.000	7.000
CCC1CCN(Cc2ccc(C)cc2N)CCC1C1CCC(CN)C1	343.299	4.190	55.280	3.000	2.000	5.000
CC(CN(C)C)NC(=O)CCC1CCC(c2ccc(F)cc2F)CNC1	367.244	2.895	44.370	3.000	2.000	7.000
O=C(CNc1cc(F)c(F)c(F)c1)N1CCC(NCCCCF)CC1	361.178	2.846	44.370	3.000	2.000	8.000
CN(CCCCNC(=O)N1CCC1)C(=O)Cc1ccc(-c2ccccc2)cc1	379.226	3.550	52.650	2.000	1.000	8.000
NC(CC(=O)N1CCCCC1C(=O)NCc1ccccc1)Cc1ccccc1	379.226	2.644	75.430	3.000	2.000	7.000
CC(C)C(C)CC(N)NCC(=O)N1CCCC1C#Cc1cc(F)ccc1F	377.228	2.864	58.360	3.000	2.000	6.000
CC(C)NC(=O)OC1CCN(C(C)C(C)C(N)Cc2cccc(F)c2)C1	365.248	2.929	67.590	4.000	2.000	7.000
CC(C)NC1CCN(C(C)CC(=O)NCc2cccc(F)c2)CC1C	349.253	2.929	44.370	3.000	2.000	7.000
CC(N)CC1CC(Cc2ccccc2)C(NC(=O)c2cccnc2)CN1C	366.242	2.480	71.250	4.000	2.000	6.000
CC(=O)NCc1cccc(NC(=O)CC(C)Cc2cc(F)ccc2F)c1	360.165	3.808	58.200	2.000	2.000	7.000
CCc1c(N)cc(NCCN(C)C)cc1-c1cccc(C(F)(F)F)c1	351.192	4.491	41.290	3.000	2.000	6.000
NC(CCNCC(=O)N1CCCC1C(=O)c1ccccc1)Cc1ccccc1	379.226	2.410	75.430	4.000	2.000	9.000
NC(=O)c1ccc(OCCN2CCC(C(N)Cc3cccc(F)c3)C2)cc1	371.201	2.195	81.580	4.000	2.000	8.000
CN(CCC(=O)NC1CC(C#N)CC1CC(F)F)Cc1ccccc1F	367.187	3.337	56.130	3.000	1.000	8.000
CC(CC(C)(C)Cc1ccccc1)C1CCC(NC(=O)CC2CC2)N1	342.267	4.276	41.130	2.000	2.000	8.000
CCC1CC(NC(=O)CCCN2CCC(F)C2)CCC1NS(C)(=O)=O	377.215	1.423	78.510	4.000	2.000	8.000
N#CC1CCCC(C(N)CC2=CN=C(CC3CC3)CC2CC(F)(F)F)C1	367.224	5.131	62.170	3.000	1.000	6.000
N#CC(NC1CCC(F)C1)C(CO)CC(N)Cc1ccc(F)c(F)c1	355.187	2.206	82.070	4.000	3.000	8.000
CC1(C)CCN(CC(=O)c2ccc(NCCC(=O)N3CCCC3)cc2)C1	357.242	3.026	52.650	4.000	1.000	7.000
CCC(N)C1CCC(c2ccc(C(N)CCC(C)C)cc2C#N)C1	327.267	4.615	75.830	3.000	2.000	7.000
CC(c1ccccc1)(c1ccc(F)cc1)C(N)C(=O)N1CCC(O)C1	342.174	2.052	66.560	3.000	2.000	4.000
CC#CCc1cc(F)cc(CNCC(C)(C)C(C)NC(=O)N2CCC2)c1	359.237	3.311	44.370	2.000	2.000	7.000
COC1=CC=CC(CNC2CCN(CCc3ccccc3)CC2)C=C1O	354.231	3.441	44.730	4.000	2.000	7.000
CC(C)CC(=O)C1C(N(C)C(C2CC2)C(N)C(F)(F)F)C2CCN1C2	361.234	2.274	49.570	4.000	1.000	7.000
CN(C)CCc1c(CN)ncnc1Nc1ccc(-c2ccccc2)cc1	347.211	3.450	67.070	5.000	2.000	7.000
CC(C)Cc1nc(-c2ccc(NC(C)C)cc2)ccc1C(=O)NCCO	355.226	3.490	74.250	4.000	3.000	8.000
N#CC1CCCN1C(=O)C1CCCN1C(=O)CCCCCC(F)F	341.191	2.708	64.410	3.000	0.000	7.000
CN(Cc1ccccc1)C(=O)CC1(Cc2ccccc2)C(=O)CNC1=O	350.163	1.963	66.480	3.000	1.000	6.000
CC1C(=O)N(CCSCCCO)C1=CC=CC(C(=O)F)c1ccccc1	377.146	3.300	57.610	4.000	1.000	10.000
NC(Cc1ccc(F)cc1)CC(CN1CCCC(N)C1)c1ccccc1	355.242	3.293	55.280	3.000	2.000	7.000
CCC1=CC(c2ccc(F)cc2)N=C(CN2CCCC2)C(CN)=C1CN	356.238	2.968	67.640	4.000	2.000	6.000
CC(=O)N1CCC(CNCC(=O)C2CCC(N)C2)C(CC(C)C)CC1	351.289	2.193	75.430	4.000	2.000	7.000
COC1CCC(CCNCC(=O)N2CCC2CN2CCC(F)(F)C2)C1	359.238	1.723	44.810	4.000	1.000	8.000
CC(NC(C)c1ccccc1S(C)(=O)=O)C(=O)NCC1CCCC1	352.182	2.436	75.270	4.000	2.000	7.000
CC(c1ccc(-c2cccc(-c3ccccc3)c2)c(N)c1)C(N)C(=O)O	346.168	4.118	89.340	3.000	3.000	5.000
COC1=CC=CC(c2ccc(C3CCC(NCC(=O)O)C3)cc2)C=C1	339.183	3.737	58.560	3.000	2.000	6.000
CCNC(=O)CC(C)Nc1cc(N2CCC(N)C2)ccc1CC(F)(F)F	372.214	2.655	70.390	4.000	3.000	7.000
CC(CN1CC(F)C(F)C1C(=O)O)c1cccc(CNc2ccccn2)c1	375.176	3.242	65.460	4.000	2.000	7.000
NCC1CNC(NCc2ccc(CN3CCCCC3)cc2)CCC1=O	344.258	1.616	70.390	5.000	3.000	6.000
CC1Cc2cc(CNCCCc3ccc(F)cc3F)ccc2C(=O)N1O	360.165	3.463	52.570	3.000	2.000	6.000
NCCC(CC(=O)NCc1cccc(F)c1F)C(=O)c1cccc(F)c1	364.140	2.958	72.190	3.000	2.000	8.000
CCC(N)CC1CCC(CNCC2C3=CC=C(COC(C)=O)CC2C3)C1	360.278	3.575	64.350	4.000	2.000	9.000
CN1Cc2ccccc2CCC1C(F)Cc1ccc(NC(=O)O)cc1	342.174	4.104	52.570	2.000	2.000	4.000
CCN(CC)C(=O)N1CC(CNC(=O)CC2CCCCC2)CCC1C	351.289	3.635	52.650	2.000	1.000	6.000
NC1C=CC(=CC(F)(F)C=CCF)C2CCN2C1C(=O)NCC(F)(F)F	383.143	2.092	58.360	3.000	2.000	5.000
CCC1C(F)CCN1CCC(N)C(N)c1ccc(-c2ccccc2)cc1	355.242	3.893	55.280	3.000	2.000	7.000
CC1CCC(CNCCCCCN2C(=O)C2C#N)=C1c1ccccc1	337.215	3.364	55.900	3.000	1.000	9.000
COC(=O)CC1CCCN1C(=O)CCC1CCN(Cc2ccccc2)CC1	372.241	3.233	49.850	4.000	0.000	7.000
NC(CC(=O)N1CCCC1C(=O)CC1=CC=C(F)C(F)C1)CC1CC1	352.196	2.976	63.400	3.000	1.000	7.000
CC(NCC(=O)NCC(=O)CC1CC1)c1ccc(Br)cc1	352.079	2.585	58.200	3.000	2.000	8.000
OC1CC(c2cncc(NCc3ccc(F)cc3)c2)CCN1CC1CC1	355.206	3.741	48.390	4.000	2.000	6.000
CN1CCC2=CN=CC(CC1)C1=CC=CC(=C2)NCC(=O)CCC(=O)N=C1	366.206	2.213	74.130	5.000	1.000	0.000
CC(N)(CCCN)C(I)CC(=O)NCC1CCC1	367.112	1.553	81.140	3.000	3.000	8.000
NC(CNC(=O)C1CCCC1C(=O)CF)c1cc(F)cc(F)c1	328.140	2.036	72.190	3.000	2.000	6.000
CN(C)CC(c1ccc(-c2ccc(N)cc2)cc1)C(N)C(=O)c1ccccc1	373.215	3.791	72.350	4.000	2.000	7.000
