smiles	MW	LogP	TPSA	HBA	HBD	RotB
Clc1cccc(NC2CCN3CCc4ccccc4CC23)c1	312.139	3.994	15.270	2.000	1.000	2.000
CC(=O)N1CCN(CC(=O)Nc2ccc(C3(C)Cc4ccccc4C3(C)C)c(F)c2)CC1N	452.259	3.005	78.670	4.000	2.000	4.000
NC1(C(F)F)C2=NC=C(c3ccccc3-c3ccccc31)N(CCCC(=O)C=CCCl)C2	455.158	4.986	58.690	4.000	1.000	7.000
C=CC1CC(=O)N1CC1(C)CCN(C2(c3ccc(F)cc3)CC(C)(C)CC2(C)C)C1=O	426.268	4.893	40.620	2.000	0.000	5.000
CNC(=O)Nc1ccc(-c2cccc(Br)c2)cc1Cl	337.982	4.521	41.130	1.000	2.000	2.000
CCc1cc(C)c(C(=O)c2ccccc2)c2cc(C(C)(C)C)cnc12	331.194	5.634	29.960	2.000	0.000	3.000
Cc1cccc2c1c1c(F)cccc1n2S(=O)(=O)C1=C2CCCC2C(CN(C)C)=C1	424.162	4.976	42.310	4.000	0.000	4.000
CN1CC2(CN1C(=O)Cc1ccccc1Cl)c1cc(F)ccc1C1CCCCC12	412.172	4.936	23.550	2.000	0.000	2.000
CN1c2ccccc2C(=O)CC1C(=O)NCCc1ccc(Cl)cc1	342.114	3.090	49.410	3.000	1.000	4.000
Cc1cccc(CN2CCN(Cc3c[nH]c(-c4ccccc4)c3)CC2)c1	345.220	4.308	22.270	2.000	1.000	5.000
CC1(C)CC(C(=O)C=Cc2ccccc2)(C2CCN(C(=O)C3CC4CCCCC4C3)CC2)C1	447.314	6.530	37.380	2.000	0.000	5.000
FC(F)(F)CCCC1=NC=C(c2ccccc2)C1CN1CCCC1	336.181	4.927	15.600	2.000	0.000	6.000
COC1=CC=C2C3=CC(C)=CCCC3N(C(=O)NCCCN3CCCC(F)(F)C3)CC2C1	447.270	4.645	44.810	3.000	1.000	5.000
CCN1CCC2(C3=CC=C(C(F)(F)F)N4C=CC=C(F)C4=C3)CC12	338.141	4.424	6.480	2.000	0.000	2.000
CCCCC12CC=C(C(=O)NC(C)(C)C)C(O)CC1(C)C2	293.235	3.569	49.330	2.000	2.000	4.000
Cc1sc2cc(Cl)ccc2c1NC(=O)N1CCC(C2(C)CCCC2)SC1=O	422.089	6.903	49.410	4.000	1.000	2.000
CC(=NN1CCCC1C)C1=CC(NC(=O)NC2(c3ccc(Cl)c(Cl)c3)CCC2)=N1	433.144	4.828	69.090	4.000	2.000	4.000
CC(C)(N)C(=O)N1CCN(C2(C3CCCCC3)CC(F)(F)C(F)(F)CNC2=O)CC1	436.246	1.977	78.670	4.000	2.000	3.000
CC1=NC(CCc2ccccc2)=C(c2ccc3c(c2)CCCC3)C1=O	329.178	4.953	29.430	2.000	0.000	4.000
CC(C)CC1CC2CCN(C1)C(=O)NC1CC1Cc1cccc(F)c12	344.226	4.322	32.340	1.000	1.000	2.000
CN1CCC(Cc2ccc(Cl)cc2)=C1CCN1CNC(c2ccc(Cl)cc2)C(N)C1	444.185	4.447	44.530	4.000	2.000	6.000
CN1CC2C(CC1=O)CN1CCCC(c3ccc(F)cc3)(c3ccc(Br)cc3)C21	456.121	4.447	23.550	2.000	0.000	2.000
COc1cccc(-c2cn3ccnc3cc2NC2CCCCC2)c1F	339.175	4.894	38.560	4.000	1.000	4.000
O=C(NC1CC(c2ccc(F)cc2F)NC1(c1ccccc1)c1cnccn1)C1CCC1	434.192	4.018	66.910	4.000	2.000	5.000
COC(=Cc1cc(N)cc(C(F)(F)F)c1)NCC(F)(F)F	314.085	3.384	47.280	3.000	2.000	4.000
COc1cccnc1C(CN)(CC1CCCC1)c1ccccc1	310.205	3.915	48.140	3.000	1.000	6.000
CC1=NC=C(C2CC(C)(C)NC(=O)N2CC(F)(F)F)C(c2cc(F)ccc2F)N1C(F)(F)F	484.151	5.268	47.940	3.000	1.000	3.000
COC1=C(CNc2ccc(Cl)cc2Cl)N2CCNCC1C2	327.091	2.798	36.530	4.000	2.000	4.000
CC(NCC(=O)N1CCC(N2CC(Nc3ccccc3F)CC(C)(C)C2)C1)c1ccccc1	452.295	4.290	47.610	4.000	2.000	7.000
COC(=Cc1cc(Cl)cc(Nc2ccccc2)c1)SC(C)(C)C	347.111	6.560	21.260	3.000	1.000	5.000
OC(O)C(CNC(c1ccccc1)c1ccccc1)N1CCOCC1	342.194	1.377	64.960	5.000	3.000	7.000
CCc1ccc(C2(O)CC3C(=O)CC(C2)N2CC(C)(C)C4(C)CCC4(C(=O)O)CC32)cc1	439.272	4.160	77.840	4.000	2.000	3.000
CCN(Cc1cccc(Cl)c1)C1CC2CCCN(C1)N2CCF	339.188	3.585	9.720	3.000	0.000	6.000
CCCCC1CC(C)(C)N2N=C(c3ccc(Br)cc3)N3CCC1(C)C32C	417.178	5.843	18.840	3.000	0.000	4.000
CN(C)C1CCC2=C(CCN(Cc3cccc(F)c3)C2)SC1	320.172	3.743	6.480	3.000	0.000	3.000
O=C(NC1CC1C(=O)C1CCNCC1C1CCCC1)C1CCCCC1	346.262	3.056	58.200	3.000	2.000	5.000
CCN1CCC(CCC(=O)NN2CCCc3ccc(F)cc32)CC1	333.222	3.122	35.580	3.000	1.000	5.000
Cc1ccccc1C1CCN(c2ncccn2)C(Br)=C1c1ccccc1	405.084	5.543	29.020	3.000	0.000	3.000
O=C(NCC1=Cc2cccnc2C1c1ccccc1)c1ccc(F)cc1F	362.123	4.319	41.990	2.000	1.000	4.000
CN1CCCC(NC(=O)Nc2ccc(-c3ccc(F)cc3)cc2)C1	327.175	3.708	44.370	2.000	2.000	3.000
COC(=CC1CC1C(C)(C)c1c[nH]c2ccc(N)cc12)C1CC1	310.205	4.604	51.040	2.000	2.000	5.000
CC(NC1CCC(C(=O)Nc2cccc(-c3cn(C)c(=O)[nH]3)c2)C1)c1ccc(Cl)c(Cl)c1	472.143	5.145	78.920	4.000	3.000	6.000
CC1C(=O)NCC2=CC=CC(NCC(=O)c3cccc(F)c3)C21	314.143	1.845	58.200	3.000	2.000	4.000
Cc1ccc(-c2csc(Nc3ccccc3)c2C(F)(F)F)cc1	333.080	6.486	12.030	2.000	1.000	3.000
COc1cc(Br)cc2nc(-c3ccccc3Br)c3ccccc3c12	440.936	6.589	22.120	2.000	0.000	2.000
CC1=CN2C=CC(N3CCC(N(C)C)C3)=c3ccc(Br)cc3=C2N1C1CC1	426.142	2.428	12.960	4.000	0.000	3.000
CCc1ccccc1N1CCN(Cc2cc(F)c(F)c(F)c2F)CCN1	367.167	3.632	18.510	3.000	1.000	4.000
CC(=O)NCc1ccc(C2C3CCCC3NC(=O)N(C)C2(C)C)cc1	343.226	3.009	61.440	2.000	2.000	3.000
CCCCC(C)(C)C1c2ccccc2Oc2cc(Cl)ccc21	314.144	6.794	9.230	1.000	0.000	4.000
CN1Cc2cc(F)ccc2N2CCCN2c2cc(Oc3ccc(F)c(F)c3)ccc21	411.156	5.478	18.950	4.000	0.000	2.000
Cc1ccc(-c2csc3c(-c4ccncc4)nc-3c3ccccc23)c(Cl)c1	386.064	7.092	25.780	3.000	0.000	2.000
Cc1cccc(-c2ccc(C(NO)C3=CC(=O)CCC3C)cc2)c1	321.173	4.607	49.330	3.000	2.000	4.000
CC1CCC(N2CCN(C(=O)c3ccc(Br)cc3)c3ccccc32)CC1(C)C	440.146	6.131	23.550	2.000	0.000	2.000
COc1cc(F)cc2c1C(C)(C)CC1(C)C(=NNC3Cc4cc(F)ccc43)CC21	396.201	5.391	33.620	3.000	1.000	3.000
COc1ccc(C2=NNC(CCCC(F)(F)F)C2C2CCCCC2)cc1	368.208	5.300	33.620	3.000	1.000	6.000
O=C(CN1CCC2(CC1)CN(c1ccc(F)cc1)C2)c1ccccc1	338.179	3.611	23.550	3.000	0.000	4.000
Cc1ccccc1Sc1cccc2ccc(-c3ccccc3)nc12	327.108	6.361	12.890	2.000	0.000	3.000
CC1(C(=O)c2cnccc2-c2ccc3c(c2)NCc2cccc(Br)c2-3)CCC1	432.084	6.477	41.990	3.000	1.000	3.000
CC(=O)NC1CC2CCC1C(c1nc(C(F)CF)ccc1F)C2C	340.176	3.855	41.990	2.000	1.000	4.000
N#CC1(C(=O)N2CCC(F)(F)CC2)CN(c2ccc(-c3ccccc3Cl)cc2)C1	415.126	4.595	47.340	3.000	0.000	3.000
Cc1ccc(O)c(-c2ccccc2N(C)C(=O)CC2CCC(F)C2)n1	342.174	4.254	53.430	3.000	1.000	4.000
NC1=CC=CC(C(=O)N2CCN(C(=O)Cc3ccccc3)CC2)C=C1	337.179	1.485	66.640	3.000	1.000	3.000
O=c1cc(O)c(-c2ccccc2)c(CC(F)(F)Cc2ccccc2)s1	358.084	4.901	37.300	3.000	1.000	5.000
CC(=Cc1ccccc1)N(C)c1ccc2c(ccn2CCOC(F)(F)F)c1	374.161	5.675	17.400	3.000	0.000	6.000
O=C(Cc1cc(-c2cc(F)c3sccc3c2)cs1)c1cccc2cccnc12	403.050	6.743	29.960	4.000	0.000	4.000
NC1CCN(C2=Nc3ccc(-c4ccccc4)cc3CC2)CC1	305.189	3.753	41.620	3.000	1.000	1.000
O=C(NCc1ccccc1Cl)NC1=C=C(C=CC(=O)c2ccc(Cl)cc2)C=CN1	425.070	4.715	70.230	3.000	3.000	6.000
O=C1SN(c2ccc(F)c(F)c2)C1=Cc1ccc(Br)c(Cl)c1	400.909	5.417	20.310	3.000	0.000	2.000
Nc1ccc(CC(=O)Nc2ccc(F)cc2F)c(F)c1Cl	314.043	3.521	55.120	2.000	2.000	3.000
CC(=O)C(Cc1cccc(-c2ccc(F)cc2)c1)C1C=C2C(=C2NC2CC(F)C(F)C(F)C2O)CC1	499.213	5.582	49.330	3.000	2.000	7.000
CC1CN(c2cc(C3CCC3)ccc2-c2ccc(O)cc2CN(C)C)C1	350.236	4.844	26.710	3.000	1.000	5.000
O=C(NC(=O)c1ccccc1Cl)c1ccc(N2CCCC2)cc1	328.098	3.510	49.410	3.000	1.000	3.000
O=C1CCCN1c1c(-c2ccc(C(F)(F)F)cc2)[nH]c2c1NCC2	335.125	3.795	48.130	2.000	2.000	2.000
CNC(=O)c1nc2cccc(c1C)-c1ccccc1-c1ccccc1-2	326.142	4.626	41.990	2.000	1.000	1.000
CN1CCC(NC(=O)NC2(c3ccccc3)CCCCC2)C1=O	315.195	2.376	61.440	2.000	2.000	3.000
O=C(CCN1CCC(F)CN1)Nc1ccc(-c2ccccc2Cl)cc1	361.136	3.884	44.370	3.000	2.000	5.000
CSC1=C(C(=O)C(C)(C)C2CCNC2)C=C(c2cccc(Cl)c2)C1	361.127	4.949	29.100	3.000	1.000	5.000
COC1=C(C(C)N)CCN2C(=N1)NCC1CCCCC1(C)C2(C)c1ccc(Cl)cc1	430.250	4.622	62.880	5.000	2.000	3.000
O=C(Cc1cccc(F)c1)Nc1ccnc2ccc(Cl)cc12	314.062	4.209	41.990	2.000	1.000	3.000
O=C(c1ccccc1)c1c(O)nc([SH]2CCN(C3CCC3)CC2)c2cc(F)ccc12	424.162	4.539	53.430	4.000	2.000	4.000
CC1CCC(NC(=O)NC2C(CCCF)CN3CC4CCC(C4)C2C3)CC1	379.300	3.961	44.370	2.000	2.000	5.000
Oc1ccc(C2CC(c3cc(F)cc(F)c3)NC2COc2ccccc2)cc1	381.154	4.936	41.490	3.000	2.000	5.000
OC1CCC(c2ccccc2Cl)=C1CNc1cccc(F)c1	317.098	4.500	32.260	2.000	2.000	4.000
O=C(Nc1ccc2ccccc2c1)C1=C(c2ccccc2)CCCC1	327.162	5.806	29.100	1.000	1.000	3.000
COc1cccc(CC2(C)CNC(=N)NC2(c2ccccc2)c2ccc(Cl)c(Cl)c2)c1	453.137	5.622	57.140	2.000	3.000	5.000
COc1cc(C2CC2)c(C)n1C1=C(Br)C(CC(=O)O)C=C1	351.047	3.907	51.460	3.000	1.000	5.000
CCCN1CCc2c(Br)cc(Br)cc2C=CC1=O	370.952	4.020	20.310	1.000	0.000	2.000
O=C(C=Cc1ccc2[nH]cc(C3CCC3)c2c1)NCC1CCCC1	322.205	4.755	44.890	1.000	2.000	5.000
CCc1c(-c2cc(Br)ccc2O)n[nH]c1C(C)C	308.052	4.231	48.910	2.000	2.000	3.000
CN(C)C1=CC=C(NC(=O)NCC2Cc3ccc(-c4c[nH]c5cc(F)c(F)cc45)cc32)C1	434.192	4.785	60.160	2.000	3.000	5.000
CSC1=NC(=O)C2(c3ccccc3CC2N2CCNCC2)c2ccccc21	377.156	2.452	44.700	4.000	1.000	1.000
O=C(c1ccc(CN(c2cccc(Cl)c2)C2CC2)cc1)c1cn[nH]c1	351.114	4.463	48.990	3.000	1.000	6.000
C=CC(=O)NCCC1(C)C(C(N)=O)CC(C)(Cc2ccccc2Br)CC1(C)C	448.173	4.618	72.190	2.000	2.000	7.000
C1=CN(CCCc2c[nH]c3c2CCc2ccccc2C3)C2CCNCC12	347.236	3.444	31.060	2.000	2.000	4.000
CNC(=O)Cc1cnccc1-c1ccc(C(F)(F)F)cc1C	308.114	3.364	41.990	2.000	1.000	3.000
CN(c1ccc(Cl)c(Cl)c1)c1cc(Cl)ccc1O	300.983	5.120	23.470	2.000	1.000	2.000
CN1C=C(c2cccnc2)C(Cc2ccccc2)C1C(F)(F)C(F)F	350.141	4.496	16.130	2.000	0.000	5.000
N=C(N)c1ccc(CC(F)(F)C2CCN(Cc3ccc(F)cc3)CC2)cc1	375.192	4.200	53.110	2.000	2.000	6.000
CC1=CN(CC(N)C(=O)N(C)C)CC1c1ccccc1Cl	307.145	2.059	49.570	3.000	1.000	4.000
CC1=C=CC(C)(C)C(CN(CC(=O)O)C(=O)c2ccccc2)=C1	311.152	3.281	57.610	2.000	1.000	5.000
CCN1CCC2(CC1)CC(=Cc1ccccc1)N(CCCBr)C2=O	390.131	4.147	23.550	2.000	0.000	5.000
CN1CC2CC(C)(CN3CCc4cc(F)c(Br)c(C(F)(F)F)c43)CC2C1=O	448.077	4.474	23.550	2.000	0.000	2.000
CCC(C)CN(C)N1CC2=C1C(C)(c1ccc(C(N)=O)cc1)C1(C)CNC(C)(C)C1C2	424.320	3.914	61.600	4.000	2.000	6.000
O=C1Nc2cc(OCc3cccc(Cl)c3)ccc2C1CC1CCC1	341.118	5.145	38.330	2.000	1.000	5.000
O=C1c2ccccc2C(=O)N(Cc2ccccc2)CC1CN1CCCC1	348.184	3.237	40.620	3.000	0.000	4.000
CN1CCC(NC2CCC2CN2CCC(C(F)(F)F)C2)CCC1=O	347.218	2.250	35.580	3.000	1.000	4.000
CNCCc1ccc(Cl)cc1Nc1ccc2[nH]cc(-c3ccc(C(F)(F)F)cc3)c2c1	443.138	7.013	39.850	2.000	3.000	6.000
CN(c1ccc(C(c2ccc(C(=N)N)cc2)c2ccc[nH]2)cc1)c1c(F)ccc(F)c1F	434.172	5.664	68.900	2.000	3.000	6.000
COc1cc2ccccc2c(=O)n1C1CCN(C2CCC(c3ccc(Cl)cc3)CC2)C1	436.192	5.637	34.470	4.000	0.000	4.000
O=C1C(=O)C2CC3(CCCCN(C3)c3cc(-c4ccc(F)c(F)c4)ccc31)C2	381.154	4.784	37.380	3.000	0.000	1.000
Cc1nc(C(N)Cc2c[nH]c(Br)c2)ccc1-c1c[nH]c2cc(Cl)c(F)cc12	446.031	5.664	70.490	2.000	3.000	4.000
CNC(C)c1cn(C(C)C)c(=O)c2c1CC=C(c1ccccc1)C2	322.205	3.892	34.030	3.000	1.000	4.000
CNC1CCC(NC2=NNC(Nc3ccccc3C(F)(F)F)CC2c2ccccc2)CC1	445.245	4.654	60.480	5.000	4.000	5.000
O=C(Nc1ccc2c(c1)N2CCC(O)(c1cc(F)cc(F)c1)C(F)(F)F)N1CCCCC1	455.163	5.274	55.580	3.000	2.000	5.000
CN1C2CCCCC1C(c1cccc(Cl)c1)N=C2C1=CN(C(C)(C)C)CS1(C)C	433.232	6.056	18.840	3.000	0.000	2.000
O=C(O)c1cccn1CCc1ccccc1-c1ccc(Cl)cc1	325.087	4.749	42.230	2.000	1.000	5.000
CNC(C)C1=C(C)c2cc(Cl)ccc2C(c2ccc(O)c(Cl)c2)C1	361.100	5.616	32.260	2.000	2.000	3.000
CC1(C)CN(Cc2cc(Cl)c(Cl)cc2C(N)CCF)CCCO1	362.133	4.354	38.490	3.000	1.000	5.000
Cc1c(-c2cc3cc(C(=N)N)ccc3[nH]2)ccc(N(C)C)c1C	306.184	3.802	68.900	2.000	3.000	3.000
CCC1=C(C(=O)c2c[nH]c3c(C)c(Br)ccc23)CCC1	331.057	5.312	32.860	1.000	1.000	3.000
CCc1cc(C)cc(CNc2cc(C)c3c(c2)CCCC3N)c1C	322.241	5.122	38.050	2.000	2.000	4.000
N#CC1CC2CC(C1)C1(C3CCC3)CN(C(=O)NC3CCC(F)(F)C(F)(F)C3)CCCCC21	469.272	5.977	56.130	2.000	1.000	2.000
O=C(Nc1ccc(Cl)c(Cl)c1)c1ccc(NCCCC2CCc3ccccc3CC2)cc1	466.158	7.633	41.130	2.000	2.000	7.000
CN(C)c1ccccc1CC(=O)Nc1cc(C(F)(F)F)cc2ccccc12	372.145	5.106	32.340	2.000	1.000	4.000
Cc1cnccc1-c1c2c(c3ccc(Cl)cc3c1C#N)CCN(C1CCC1)CC2	401.166	5.688	39.920	3.000	0.000	2.000
CN(C(=O)C1Cc2ccccc2C(CC(F)F)N1)c1cccc(O)c1	346.149	3.266	52.570	3.000	2.000	4.000
OCC1NCCC1Cc1cccc(CCC(F)(F)F)c1Br	365.060	3.457	32.260	2.000	2.000	5.000
NC(=O)C(c1cccc(C(F)(F)F)c1)C1CCN(Cc2ccc(F)cc2)C1	380.151	3.936	46.330	2.000	1.000	5.000
C=CC(=O)c1ccc(-c2cc(F)ccc2Cl)c2c1CCCC2	314.087	5.394	17.070	1.000	0.000	3.000
CCCC1=c2c(c(=O)[nH]c3ccccc23)=CC(c2cccc(O)c2)C1	331.157	3.153	53.090	2.000	2.000	3.000
Cc1cc(C2CC(c3ccc(Cl)c(Cl)c3)CN2C)c[nH]1	308.085	4.790	19.030	1.000	1.000	2.000
CNCc1ccc(C2CCc3ccc(N4CCCCC4)cc32)cc1	320.225	4.474	15.270	2.000	1.000	4.000
Cc1cn(CCCN2CCC(N)(c3ccc[nH]3)CC2)c2ccccc12	336.231	3.618	49.980	3.000	2.000	5.000
CN(CCc1nc2cccccc-2c1NC1CCCCC1)C(=O)O	327.195	4.083	65.460	3.000	2.000	5.000
Fc1ccc(C(c2ccc(F)cc2Cl)N2CCNCC2)cc1	322.105	3.613	15.270	2.000	1.000	3.000
O=C(Cc1ccccc1C1CCCCN(C2CC2)N1C(F)(F)F)c1ccccc1F	420.182	5.677	23.550	3.000	0.000	5.000
COc1ccc(CC2C(CN(C)C3CN(C)CC3C#I)C2(C)C)c(C)c1	468.164	4.075	15.710	3.000	0.000	6.000
C=CC(c1ccccc1)C1CC(N)CC1(C)c1ccccc1C#N	316.194	4.523	49.810	2.000	1.000	4.000
CN1C(=O)CC(c2ccc(C3=CC=C4C3=CC=C4c3cccc(F)c3)nc2)C2CC1C2	410.179	5.292	33.200	2.000	0.000	3.000
O=C1CCN(CC=C(c2ccccc2)C(F)(F)F)C(=O)CSC1	343.085	3.167	37.380	3.000	0.000	3.000
COc1ccc(C2CCN(CCCC(=O)Nc3cc(F)cc(F)c3)C2)cc1	374.181	4.182	41.570	3.000	1.000	7.000
Cc1cc(C(F)(F)F)ccc1NC(=O)NC(Cc1ccc(Br)cc1)C(N)=O	443.046	3.994	84.220	2.000	3.000	5.000
OC(NCC1=c2cccnc2=C1Br)c1c[nH]c2c1CN2CC(F)(F)F	414.030	1.240	64.180	4.000	3.000	5.000
COc1cccc(CCCCN2CCC(C(=O)N3CCCC(F)C3)CC2)c1	376.253	3.690	32.780	3.000	0.000	7.000
C=CCc1cc(C)cc(C(=O)NCC(F)(F)F)c1-c1ccccc1Cl	367.095	5.336	29.100	1.000	1.000	5.000
CC(=O)NC(C)C1CC2Oc3cc(F)c(F)cc3C2CC1C1CCCC1	363.201	4.550	38.330	2.000	1.000	3.000
C=CC(=O)NC1=CC=CC(C2C=C(Cl)C(NC(=O)NC34CC5CC(CC(C5)C3)C4)C2)C1	441.218	4.528	70.230	2.000	3.000	5.000
Cc1[nH]c(Cc2ccccc2)cc1C1CCC2=Cc3ccccc3C2C1CC(=O)NC1=NNCC1	464.258	5.401	69.280	3.000	3.000	5.000
O=C1C=CC(=CC=C2Nc3ccc(C(F)(F)F)cc3N2)C(CNC2CCC(c3ccccc3)C2)C1	479.218	6.382	53.160	4.000	3.000	5.000
CC1=C(Cc2c(Cl)ccc(F)c2Cl)C(=O)N1CC1CC1C	327.059	4.447	20.310	1.000	0.000	4.000
O=CN1CCC(=O)C2=C(CCN3CCC(Cc4ccccc4)C3)C1C2	338.199	2.441	40.620	3.000	0.000	6.000
COc1ccc2c(c1)N1C(CCN1CC1CC1)CC(C)(C)CC2	314.236	4.263	15.710	3.000	0.000	3.000
N=C(N)CCc1ccccc1S(=O)(=O)c1ccccc1Cl	322.054	3.041	84.010	3.000	2.000	5.000
N=C(N)N1CCC(N2CCCCC2C(Cc2ccccc2)Cc2ccccc2Cl)CC1	438.255	4.954	56.350	2.000	2.000	6.000
CC(C)CC(=O)NC1CCCc2c(ccc3cc(C#N)ccc23)C1	320.189	4.121	52.890	2.000	1.000	3.000
N#CCc1ccc(Br)c(CC=Cc2ccc(F)cc2F)c1	347.012	5.049	23.790	1.000	0.000	4.000
CN(CCCc1ccc2c(c1)c(-c1ccccc1)cn2C)c1cccnc1	355.205	5.309	21.060	3.000	0.000	6.000
O=C(NCCCCN1CCc2c(F)cccc21)c1ccc(F)cc1	330.154	3.538	32.340	2.000	1.000	6.000
NC1=NC(CCc2cc(Cl)c(Br)c(Br)c2)(C(F)F)CCC1	441.926	5.343	38.380	2.000	1.000	4.000
CC1CC2(C)CCN(C(=O)C(C)(C)N3CCc4cc(Br)ccc43)CC2(C)N1C	447.189	4.312	26.790	3.000	0.000	2.000
CCCCN1C(=O)C(C)(C(=O)Nc2c(C)cc(C)c(C)c2C)C=C1C	342.231	4.411	49.410	2.000	1.000	5.000
CCN1C=C(C2CCC2(Cc2cc[nH]c2)CN2CCC(F)(F)C2)C1	335.217	3.514	22.270	2.000	1.000	6.000
CN(C)CC1CC2CC(C1)c1cc(N3CCCCC3)ccc12	298.241	4.219	6.480	2.000	0.000	3.000
CCCC(=O)N1Cc2cc(CC(=O)N3CCCCCC3C)ccc21	328.215	3.667	40.620	2.000	0.000	4.000
CCNC(=O)N1CCC2(CCc3ccc(OC)cc3CN2)CC1	317.210	2.295	53.600	3.000	2.000	2.000
COc1cccc2ccc(CCN(C)c3cc(Cl)ccc3O)cc12	341.118	4.886	32.700	3.000	1.000	5.000
COc1ccccc1NC(=O)C1(C(=O)NC2CCC(C)C2)CCC(c2cccc(F)c2)CC1	452.248	5.422	67.430	3.000	2.000	6.000
C=C(C)C1CC(O)CC2(C(=O)NCC)C(c3cccc(F)c3)C12	317.179	3.009	49.330	2.000	2.000	4.000
CC1(O)C2CCCC(C(O)(CCc3ccccc3)c3ccccc3)CC21	350.225	4.694	40.460	2.000	2.000	5.000
CCN1CCN(C(=O)C2CCC(C(=O)NC3CCCCC3)CC2)CC1	349.273	2.406	52.650	3.000	1.000	4.000
O=C1NC=C(CCN2Cc3cc(Cl)ccc3C2=O)C(=CC2CC2)N1	343.109	3.177	61.440	2.000	2.000	4.000
O=C(NC1C(c2ccc(Cl)cc2Cl)CCC1(F)CF)C1CC1	347.066	4.443	29.100	1.000	1.000	4.000
N#CCc1cccc(-c2ccccc2CCc2ccccc2)c1O	313.147	4.910	44.020	2.000	1.000	5.000
CC1=C(C(=O)NCCN2C=C(c3ccccc3)CC2)C(C)(C)C1C	324.220	3.842	32.340	2.000	1.000	5.000
CCC1=C(NCc2ccc(F)cc2N)c2cccc(Br)c21	346.048	4.552	38.050	2.000	2.000	4.000
CC(C)CCN(C)C1CCC2(CC2)C(=O)NC2c3ccccc3NC2C1	355.262	3.949	44.370	3.000	2.000	4.000
OCC1CC(O)CCN(c2ccc(-c3ccccc3)cc2)C1	297.173	2.923	43.700	3.000	2.000	3.000
N#CC1=CC=CC(c2cncc(Br)c2)(c2ccc(Cl)c(Br)c2)C1	447.898	5.956	36.680	2.000	0.000	2.000
C=CC(=O)C1C=C2C(=CC(c3cc(C)sc3C)=C2c2ccccc2)NC(C)(C)C1	401.181	6.243	29.100	3.000	1.000	4.000
O=C1C=C2C=CC=C(Cl)N2CN1C(CC1CC1)c1ccccc1	326.119	4.163	23.550	2.000	0.000	4.000
CCNCC(=O)NC1CC2CN(C)CC2C(Nc2ccc(Br)cc2Cl)C1	442.114	2.949	56.400	4.000	3.000	6.000
Cc1[nH]c2ccccc2c1C(=O)CCc1ccc(NC(F)(F)F)cc1	346.129	5.224	44.890	2.000	2.000	5.000
CCC1=CC=C(C2CC(C(=O)NC(N)C(C)(C)C)=C2c2ccc3[nH]cc(C(F)(F)F)c3c2)C1	457.234	6.074	70.910	2.000	3.000	5.000
O=C(NCc1c[nH]c2ccc(C(F)(F)F)cc12)c1ccccc1Cl	352.059	4.770	44.890	1.000	2.000	3.000
COc1ccc(CCNC(=O)c2ccc3ccc4ccc(C)cc4c3c2)cc1	369.173	5.283	38.330	2.000	1.000	5.000
CC(C)CC(CNC(=O)c1cccc2ccccc12)C(=O)Nc1cc2c([nH]1)CCC(F)(F)C2	453.223	5.323	73.990	2.000	3.000	7.000
CC1=C(C(=O)O)C2CCC(C(=O)NCC(F)(F)F)CCC1C2	319.140	2.892	66.400	2.000	2.000	3.000
CCCC(=O)C1=C(C)NC2c3cc(Cl)ccc3C1CC2CN(C)C	346.181	4.293	32.340	3.000	1.000	5.000
Cc1ccc(C2CNCN(C3CCC(N4CCC(F)(F)CC4)CC3)C2)cc1Br	455.175	4.746	18.510	3.000	1.000	3.000
CNC(=O)C1C2CC1C(N1CCCN(Cc3ccccc3)CC1)C2	327.231	1.965	35.580	3.000	1.000	4.000
CCNC(=O)N1CCC2c3ccc(Br)cc3CCC1C1CNCC2(C)C1	419.157	3.899	44.370	2.000	2.000	1.000
Cc1c(COc2ccc(Cl)cc2)n(C)c2cc(Cl)ccc12	319.053	5.373	14.160	2.000	0.000	3.000
Nc1cccc(-c2ccc(CCCN3CCC(F)CC3)cc2)c1	312.200	4.302	29.260	2.000	1.000	5.000
CN1CCC(c2ccccc2)(C2CC(=O)CSC2=CN2C=CC2=CC(F)(F)F)C1	420.148	4.699	23.550	4.000	0.000	3.000
CC(C)(C)NCC1=Cc2ccccc2C2CC(F)CC2(O)C(N)=C1	330.211	3.261	58.280	3.000	3.000	2.000
Cc1cccc(Cc2cccc(NC(=S)NCCCl)c2)c1	318.096	4.111	24.060	1.000	2.000	5.000
CCc1c(Cc2ncccc2CS(N)(=O)=O)ccc(F)c1F	326.090	2.302	73.050	3.000	1.000	5.000
Nc1ccc(CC2CCN(CC3CCNCC3)CC2)c2ccccc12	337.252	3.676	41.290	3.000	2.000	4.000
CC12CC(CO)CC1CN(Cc1ccc(Cl)cc1)CC2CN	322.181	2.755	49.490	3.000	2.000	4.000
O=S(=O)(Nc1ccc2ccccc2n1)N1CCc2ccccc2-c2ccccc21	401.120	4.621	62.300	3.000	1.000	3.000
Oc1ccc(-c2c[nH]c3c(CCN4CCCCC4)cccc23)cc1	320.189	4.569	39.260	2.000	2.000	4.000
CCCNC(=O)N1CCC(N(C)c2cc(C(F)(F)F)ccc2C2(C)CCCCC2)C1	425.265	5.557	35.580	2.000	1.000	5.000
O=S(=O)(C1=CC=C(O)C1)c1ccccc1C(Br)=C1Cc2ccccc21	413.993	5.009	54.370	3.000	1.000	3.000
